File,Transcript,Confidence,TimeStamps
dr-raman_2024-04-30_12-59-28/increased_3_output.wav_alternative_0,so this whole city image you see who sings the presence of some fluid subretinal fluid in one of the area's loss of iOS in the extreme left of the match,0.9170837998390198,"Word: so, start_time: 10.4, end_time: 10.9
Word: this, start_time: 10.9, end_time: 11.2
Word: whole, start_time: 11.2, end_time: 11.4
Word: city, start_time: 11.4, end_time: 11.6
Word: image, start_time: 11.6, end_time: 12.0
Word: you, start_time: 12.0, end_time: 12.2
Word: see, start_time: 12.2, end_time: 12.5
Word: who, start_time: 12.5, end_time: 12.8
Word: sings, start_time: 12.8, end_time: 13.0
Word: the, start_time: 13.0, end_time: 21.7
Word: presence, start_time: 21.7, end_time: 22.6
Word: of, start_time: 22.6, end_time: 22.9
Word: some, start_time: 22.9, end_time: 23.2
Word: fluid, start_time: 23.2, end_time: 24.3
Word: subretinal, start_time: 24.3, end_time: 24.9
Word: fluid, start_time: 24.9, end_time: 25.5
Word: in, start_time: 25.5, end_time: 25.7
Word: one, start_time: 25.7, end_time: 26.2
Word: of, start_time: 26.2, end_time: 26.3
Word: the, start_time: 26.3, end_time: 26.5
Word: area's, start_time: 26.5, end_time: 26.9
Word: loss, start_time: 26.9, end_time: 28.0
Word: of, start_time: 28.0, end_time: 28.2
Word: iOS, start_time: 28.2, end_time: 28.6
Word: in, start_time: 28.6, end_time: 29.1
Word: the, start_time: 29.1, end_time: 29.2
Word: extreme, start_time: 29.2, end_time: 30.2
Word: left, start_time: 30.2, end_time: 30.5
Word: of, start_time: 30.5, end_time: 30.7
Word: the, start_time: 30.7, end_time: 30.8
Word: match, start_time: 30.8, end_time: 31.1
"
dr-raman_2024-04-30_12-59-28/increased_3_output.wav_alternative_1, in this image you can see that event into his presence of the network which is there with the fluid,0.8675788044929504,"Word: in, start_time: 37.7, end_time: 38.1
Word: this, start_time: 38.1, end_time: 38.3
Word: image, start_time: 38.3, end_time: 38.5
Word: you, start_time: 38.5, end_time: 38.7
Word: can, start_time: 38.7, end_time: 39.1
Word: see, start_time: 39.1, end_time: 39.3
Word: that, start_time: 39.3, end_time: 39.5
Word: event, start_time: 39.5, end_time: 39.9
Word: into, start_time: 39.9, end_time: 40.2
Word: his, start_time: 40.2, end_time: 40.4
Word: presence, start_time: 40.4, end_time: 41.3
Word: of, start_time: 41.3, end_time: 41.4
Word: the, start_time: 41.4, end_time: 43.2
Word: network, start_time: 43.2, end_time: 44.3
Word: which, start_time: 44.3, end_time: 44.5
Word: is, start_time: 44.5, end_time: 44.7
Word: there, start_time: 44.7, end_time: 45.0
Word: with, start_time: 45.0, end_time: 45.2
Word: the, start_time: 45.2, end_time: 45.3
Word: fluid, start_time: 45.3, end_time: 45.9
"
dr-raman_2024-04-30_12-59-28/increased_3_output.wav_alternative_2, American fluid,0.8563735485076904,"Word: American, start_time: 47.6, end_time: 48.3
Word: fluid, start_time: 48.3, end_time: 48.8
"
dr-raman_2024-04-30_12-59-28/increased_3_output.wav_alternative_3, it's active seeing me,0.8787117600440979,"Word: it's, start_time: 49.7, end_time: 50.2
Word: active, start_time: 50.2, end_time: 50.7
Word: seeing, start_time: 50.7, end_time: 51.1
Word: me, start_time: 51.1, end_time: 51.2
"
dr-raman_2024-04-30_12-59-28/increased_3_output.wav_alternative_4, trying the same but we also see now this hyper reflective dots on the roof since it is true that there isn't it,0.8679561018943787,"Word: trying, start_time: 59.5, end_time: 60.0
Word: the, start_time: 60.0, end_time: 60.1
Word: same, start_time: 60.1, end_time: 60.4
Word: but, start_time: 60.4, end_time: 60.6
Word: we, start_time: 60.6, end_time: 60.8
Word: also, start_time: 60.8, end_time: 61.0
Word: see, start_time: 61.0, end_time: 61.3
Word: now, start_time: 61.3, end_time: 61.5
Word: this, start_time: 61.5, end_time: 61.9
Word: hyper, start_time: 61.9, end_time: 62.8
Word: reflective, start_time: 62.8, end_time: 63.4
Word: dots, start_time: 63.4, end_time: 63.8
Word: on, start_time: 63.8, end_time: 64.0
Word: the, start_time: 64.0, end_time: 64.1
Word: roof, start_time: 64.1, end_time: 64.4
Word: since, start_time: 64.4, end_time: 64.8
Word: it, start_time: 64.8, end_time: 64.9
Word: is, start_time: 64.9, end_time: 65.0
Word: true, start_time: 65.0, end_time: 65.3
Word: that, start_time: 65.3, end_time: 65.4
Word: there, start_time: 65.4, end_time: 65.7
Word: isn't, start_time: 65.7, end_time: 65.9
Word: it, start_time: 65.9, end_time: 66.1
"
dr-raman_2024-04-30_12-59-28/increased_3_output.wav_alternative_5, can see the Cradle vessels to some of them seems to be a little dilated. Pachychoroid,0.8872371315956116,"Word: can, start_time: 71.9, end_time: 72.5
Word: see, start_time: 72.5, end_time: 72.7
Word: the, start_time: 72.7, end_time: 72.8
Word: Cradle, start_time: 72.8, end_time: 73.3
Word: vessels, start_time: 73.3, end_time: 73.8
Word: to, start_time: 73.8, end_time: 74.1
Word: some, start_time: 74.1, end_time: 74.4
Word: of, start_time: 74.4, end_time: 74.6
Word: them, start_time: 74.6, end_time: 74.7
Word: seems, start_time: 74.7, end_time: 75.1
Word: to, start_time: 75.1, end_time: 75.2
Word: be, start_time: 75.2, end_time: 75.5
Word: a, start_time: 75.5, end_time: 75.5
Word: little, start_time: 75.5, end_time: 75.7
Word: dilated., start_time: 75.7, end_time: 77.4
Word: Pachychoroid, start_time: 77.4, end_time: 78.4
"
dr-raman_2024-04-30_12-59-28/increased_3_output.wav_alternative_6, stimulus,0.8188498616218567,"Word: stimulus, start_time: 82.1, end_time: 82.9
"
dr-raman_2024-04-30_12-59-28/increased_3_output.wav_alternative_7, there's no point in trying to tell sister we would you see some amount of cigarette lighter fluid,0.7012679576873779,"Word: there's, start_time: 87.8, end_time: 88.2
Word: no, start_time: 88.2, end_time: 88.3
Word: point, start_time: 88.3, end_time: 88.4
Word: in, start_time: 88.4, end_time: 88.5
Word: trying, start_time: 88.5, end_time: 88.7
Word: to, start_time: 88.7, end_time: 88.8
Word: tell, start_time: 88.8, end_time: 89.0
Word: sister, start_time: 89.0, end_time: 89.5
Word: we, start_time: 89.5, end_time: 89.8
Word: would, start_time: 89.8, end_time: 90.0
Word: you, start_time: 90.0, end_time: 90.1
Word: see, start_time: 90.1, end_time: 90.4
Word: some, start_time: 90.4, end_time: 90.7
Word: amount, start_time: 90.7, end_time: 91.1
Word: of, start_time: 91.1, end_time: 91.1
Word: cigarette, start_time: 91.1, end_time: 91.6
Word: lighter, start_time: 91.6, end_time: 91.8
Word: fluid, start_time: 91.8, end_time: 92.0
"
dr-raman_2024-04-30_12-59-28/increased_4_output.wav_alternative_0,the scan looks good.,0.6218816041946411,"Word: the, start_time: 5.8, end_time: 6.2
Word: scan, start_time: 6.2, end_time: 6.6
Word: looks, start_time: 6.6, end_time: 6.7
Word: good., start_time: 6.7, end_time: 8.6
"
dr-raman_2024-04-30_12-59-28/increased_4_output.wav_alternative_1, Hey you can see some Becky go to Spectrum Mall,0.7714640498161316,"Word: Hey, start_time: 18.2, end_time: 18.6
Word: you, start_time: 18.6, end_time: 18.7
Word: can, start_time: 18.7, end_time: 18.9
Word: see, start_time: 18.9, end_time: 19.1
Word: some, start_time: 19.1, end_time: 19.3
Word: Becky, start_time: 19.3, end_time: 19.8
Word: go, start_time: 19.8, end_time: 19.9
Word: to, start_time: 19.9, end_time: 20.0
Word: Spectrum, start_time: 20.0, end_time: 21.5
Word: Mall, start_time: 21.5, end_time: 21.5
"
dr-raman_2024-04-30_12-59-28/increased_4_output.wav_alternative_2, do this stage you are seeing some I put a flective material we need theater,0.82065749168396,"Word: do, start_time: 29.7, end_time: 30.2
Word: this, start_time: 30.2, end_time: 30.4
Word: stage, start_time: 30.4, end_time: 31.5
Word: you, start_time: 31.5, end_time: 31.6
Word: are, start_time: 31.6, end_time: 31.8
Word: seeing, start_time: 31.8, end_time: 32.2
Word: some, start_time: 32.2, end_time: 32.5
Word: I, start_time: 32.5, end_time: 32.6
Word: put, start_time: 32.6, end_time: 32.8
Word: a, start_time: 32.8, end_time: 32.9
Word: flective, start_time: 32.9, end_time: 33.5
Word: material, start_time: 33.5, end_time: 34.5
Word: we, start_time: 34.5, end_time: 35.3
Word: need, start_time: 35.3, end_time: 35.4
Word: theater, start_time: 35.4, end_time: 36.1
"
dr-raman_2024-04-30_12-59-28/increased_4_output.wav_alternative_3, is a scalding the shadowing do paper for pictures,0.5985801219940186,"Word: is, start_time: 43.6, end_time: 44.0
Word: a, start_time: 44.0, end_time: 44.1
Word: scalding, start_time: 44.1, end_time: 44.8
Word: the, start_time: 44.8, end_time: 44.8
Word: shadowing, start_time: 44.8, end_time: 45.3
Word: do, start_time: 45.3, end_time: 45.6
Word: paper, start_time: 45.6, end_time: 47.9
Word: for, start_time: 47.9, end_time: 48.1
Word: pictures, start_time: 48.1, end_time: 48.4
"
dr-raman_2024-04-30_12-59-28/increased_5_output.wav_alternative_0,in this you do see a network,0.836641252040863,"Word: in, start_time: 6.2, end_time: 7.3
Word: this, start_time: 7.3, end_time: 7.5
Word: you, start_time: 7.5, end_time: 8.1
Word: do, start_time: 8.1, end_time: 8.3
Word: see, start_time: 8.3, end_time: 8.6
Word: a, start_time: 8.6, end_time: 8.8
Word: network, start_time: 8.8, end_time: 10.1
"
dr-raman_2024-04-30_12-59-28/increased_5_output.wav_alternative_1, what is fine,0.6193816661834717,"Word: what, start_time: 15.4, end_time: 16.0
Word: is, start_time: 16.0, end_time: 16.2
Word: fine, start_time: 16.2, end_time: 16.6
"
dr-raman_2024-04-30_12-59-28/increased_5_output.wav_alternative_2, yeah,0.5889139175415039,"Word: yeah, start_time: 19.7, end_time: 20.1
"
dr-raman_2024-04-30_12-59-28/increased_5_output.wav_alternative_3, Lofts,0.5015745759010315,"Word: Lofts, start_time: 21.8, end_time: 22.9
"
dr-raman_2024-04-30_12-59-28/increased_5_output.wav_alternative_4, all of the last pigment epithelial detachment,0.7368766665458679,"Word: all, start_time: 30.5, end_time: 31.1
Word: of, start_time: 31.1, end_time: 31.2
Word: the, start_time: 31.2, end_time: 31.3
Word: last, start_time: 31.3, end_time: 31.6
Word: pigment, start_time: 31.6, end_time: 32.1
Word: epithelial, start_time: 32.1, end_time: 32.7
Word: detachment, start_time: 32.7, end_time: 33.4
"
dr-raman_2024-04-30_12-59-28/increased_5_output.wav_alternative_5, multi-layered PD,0.5759799480438232,"Word: multi-layered, start_time: 43.1, end_time: 44.5
Word: PD, start_time: 44.5, end_time: 45.0
"
dr-raman_2024-04-30_12-59-28/increased_5_output.wav_alternative_6, yeah,0.6810805797576904,"Word: yeah, start_time: 67.7, end_time: 70.6
"
dr-raman_2024-04-30_12-59-28/increased_5_output.wav_alternative_7,yes,0.8870054483413696,"Word: yes, start_time: 76.6, end_time: 77.6
"
dr-raman_2024-04-30_12-59-28/increased_5_output.wav_alternative_8, so I actually,0.8504155278205872,"Word: so, start_time: 80.3, end_time: 80.8
Word: I, start_time: 80.8, end_time: 81.3
Word: actually, start_time: 81.3, end_time: 81.5
"
dr-raman_2024-04-30_12-59-28/increased_6_output.wav_alternative_0,undefeated,0.5766960978507996,"Word: undefeated, start_time: 4.2, end_time: 5.1
"
dr-raman_2024-04-30_12-59-28/increased_6_output.wav_alternative_1, yeah yeah,0.48571619391441345,"Word: yeah, start_time: 6.1, end_time: 6.5
Word: yeah, start_time: 6.5, end_time: 6.6
"
dr-raman_2024-04-30_12-59-28/increased_6_output.wav_alternative_2, thank you so much thank you,0.9736871123313904,"Word: thank, start_time: 14.3, end_time: 14.8
Word: you, start_time: 14.8, end_time: 14.9
Word: so, start_time: 14.9, end_time: 15.0
Word: much, start_time: 15.0, end_time: 15.1
Word: thank, start_time: 15.1, end_time: 16.0
Word: you, start_time: 16.0, end_time: 16.1
"
dr-raman_2024-04-30_12-59-28/increased_6_output.wav_alternative_3, yeah that's good,1.0,"Word: yeah, start_time: 18.3, end_time: 18.8
Word: that's, start_time: 18.8, end_time: 19.3
Word: good, start_time: 19.3, end_time: 19.5
"
dr-raman_2024-04-30_12-59-28/increased_7_output.wav_alternative_0,physical type internal membrane,0.9364262223243713,"Word: physical, start_time: 5.5, end_time: 6.2
Word: type, start_time: 6.2, end_time: 6.5
Word: internal, start_time: 6.5, end_time: 7.1
Word: membrane, start_time: 7.1, end_time: 7.7
"
dr-raman_2024-04-30_12-59-28/increased_7_output.wav_alternative_1, otherwise right now seems good,0.9100462198257446,"Word: otherwise, start_time: 9.2, end_time: 9.8
Word: right, start_time: 9.8, end_time: 10.1
Word: now, start_time: 10.1, end_time: 10.3
Word: seems, start_time: 10.3, end_time: 10.7
Word: good, start_time: 10.7, end_time: 11.0
"
dr-raman_2024-04-30_12-59-28/increased_7_output.wav_alternative_2, Filipina Peter Tyndall membrane division should be good after layers are perfectly fine,0.9110153913497925,"Word: Filipina, start_time: 12.6, end_time: 13.5
Word: Peter, start_time: 13.5, end_time: 13.7
Word: Tyndall, start_time: 13.7, end_time: 14.1
Word: membrane, start_time: 14.1, end_time: 14.7
Word: division, start_time: 14.7, end_time: 16.1
Word: should, start_time: 16.1, end_time: 16.2
Word: be, start_time: 16.2, end_time: 16.3
Word: good, start_time: 16.3, end_time: 16.6
Word: after, start_time: 16.6, end_time: 17.6
Word: layers, start_time: 17.6, end_time: 17.9
Word: are, start_time: 17.9, end_time: 18.1
Word: perfectly, start_time: 18.1, end_time: 18.7
Word: fine, start_time: 18.7, end_time: 19.0
"
dr-raman_2024-04-30_12-59-28/increased_7_output.wav_alternative_3, so this is actually falling not in any one of them,0.9804365038871765,"Word: so, start_time: 37.8, end_time: 39.6
Word: this, start_time: 39.6, end_time: 39.9
Word: is, start_time: 39.9, end_time: 40.0
Word: actually, start_time: 40.0, end_time: 40.4
Word: falling, start_time: 40.4, end_time: 40.9
Word: not, start_time: 40.9, end_time: 41.1
Word: in, start_time: 41.1, end_time: 41.3
Word: any, start_time: 41.3, end_time: 41.5
Word: one, start_time: 41.5, end_time: 41.6
Word: of, start_time: 41.6, end_time: 41.7
Word: them, start_time: 41.7, end_time: 41.8
"
dr-raman_2024-04-30_12-59-28/increased_7_output.wav_alternative_4, look it's not a n d,0.647930920124054,"Word: look, start_time: 44.5, end_time: 44.9
Word: it's, start_time: 44.9, end_time: 45.1
Word: not, start_time: 45.1, end_time: 45.3
Word: a, start_time: 45.3, end_time: 45.4
Word: n, start_time: 45.4, end_time: 45.6
Word: d, start_time: 45.6, end_time: 45.8
"
dr-raman_2024-04-30_12-59-28/increased_7_output.wav_alternative_5, I would say,0.981286346912384,"Word: I, start_time: 47.8, end_time: 48.1
Word: would, start_time: 48.1, end_time: 48.4
Word: say, start_time: 48.4, end_time: 48.6
"
dr-raman_2024-04-30_12-59-28/increased_7_output.wav_alternative_6, is only a peritoneal membrane start with MD,0.8829147815704346,"Word: is, start_time: 51.8, end_time: 52.2
Word: only, start_time: 52.2, end_time: 52.5
Word: a, start_time: 52.5, end_time: 52.5
Word: peritoneal, start_time: 52.5, end_time: 53.1
Word: membrane, start_time: 53.1, end_time: 53.3
Word: start, start_time: 53.3, end_time: 54.0
Word: with, start_time: 54.0, end_time: 54.2
Word: MD, start_time: 54.2, end_time: 54.6
"
dr-raman_2024-04-30_12-59-28/increased_7_output.wav_alternative_7, Appleton rated 50,0.7836822867393494,"Word: Appleton, start_time: 60.3, end_time: 61.0
Word: rated, start_time: 61.0, end_time: 61.5
Word: 50, start_time: 61.5, end_time: 62.0
"
dr-raman_2024-04-30_12-59-28/increased_7_output.wav_alternative_8, you're not sure no iodine it is definitely not healthy,0.9420533180236816,"Word: you're, start_time: 68.5, end_time: 68.8
Word: not, start_time: 68.8, end_time: 69.0
Word: sure, start_time: 69.0, end_time: 69.2
Word: no, start_time: 69.2, end_time: 70.9
Word: iodine, start_time: 70.9, end_time: 71.8
Word: it, start_time: 71.8, end_time: 72.3
Word: is, start_time: 72.3, end_time: 72.5
Word: definitely, start_time: 72.5, end_time: 72.9
Word: not, start_time: 72.9, end_time: 73.0
Word: healthy, start_time: 73.0, end_time: 73.5
"
dr-raman_2024-04-30_12-59-28/increased_7_output.wav_alternative_9, and it is not definitely wet,0.8315145969390869,"Word: and, start_time: 74.8, end_time: 75.2
Word: it, start_time: 75.2, end_time: 75.3
Word: is, start_time: 75.3, end_time: 75.5
Word: not, start_time: 75.5, end_time: 75.5
Word: definitely, start_time: 75.5, end_time: 76.2
Word: wet, start_time: 76.2, end_time: 76.5
"
dr-raman_2024-04-30_12-59-28/increased_7_output.wav_alternative_10, Denver Airport,0.3463987708091736,"Word: Denver, start_time: 77.9, end_time: 78.5
Word: Airport, start_time: 78.5, end_time: 78.9
"
dr-raman_2024-04-30_12-59-28/increased_7_output.wav_alternative_11, I think maybe Alyssa pace,0.7949671745300293,"Word: I, start_time: 86.0, end_time: 86.3
Word: think, start_time: 86.3, end_time: 86.6
Word: maybe, start_time: 86.6, end_time: 86.7
Word: Alyssa, start_time: 86.7, end_time: 87.3
Word: pace, start_time: 87.3, end_time: 87.6
"
